"분류
기준","질병분류
코드",검별,주석,한글명칭,영문명칭
,F42,,,"본질적 양상은 재발성 강박관념과 강박행위이다. 강박관념이란 환자의 생각을 판에 박은 일정한 형태로 몰입하려는 사상, 개념이나 충동으로서, 그것들은 환자에게는 근심거리가 되어 번번이 실패하지만 이겨내려 노력한다. 그 관념은 본의 아니고 모순적이지만 환자 자신의 생각이라고 인지한다. 강박행동이나 의식은 자꾸 반복되는 판에 박은 듯한 것이다. 그러한 행위는 유쾌하지도 못하며 유용한 일의 수행도 되지 못한다.  그 환자에 있어서 강박행위의 기능은 발생을 두려워하는 어떠한 일; 자신에게 해를 주거나 자신에 의해 생길지도 모르는 일을 방지하는 역할이다.
보통 강박행동은 무의미하고 쓸데없는 듯 인지되어 환자는 저항을 반복적으로 시도하게된다. 불안이 거의 변함 없이 나타나며 강박행위를 막으면 불안은 더 심해진다.","The essential feature is recurrent obsessional thoughts or compulsive acts. Obsessional thoughts are ideas, images, or impulses that enter the patient´s mind again and again in a stereotyped form. They are almost invariably distressing and the patient often tries, unsuccessfully, to resist them. They are, however, recognized as his or her own thoughts, even though they are involuntary and often repugnant. Compulsive acts or rituals are stereotyped behaviours that are repeated again and again. They are not inherently enjoyable, nor do they result in the completion of inherently useful tasks. Their function is to prevent some objectively unlikely event, often involving harm to or caused by the patient, which he or she fears might otherwise occur. Usually, this behaviour is recognized by the patient as pointless or ineffectual and repeated attempts are made to resist. Anxiety is almost invariably present. If compulsive acts are resisted the anxiety gets worse."
세,F42.0,,,강박성 사고 또는 되새김,Predominantly obsessional thoughts or ruminations
,F42.0,,,"환자에게 근심이 되는 생각이나 영상, 행위충동 등의 형태를 나타낸다. 결정이 필요한 매일 매일의 생활을 사소하게 여기지 못하여 결정을 못내리고 끝없는 양자택일 속에서 헤매게 된다. 강박성 되새김과 우울병은 밀접한 관련이 있어 우울성 에피소드가 없는 되새김일 때만 강박성 장애라고 진단할 수 있다.","These may take the form of ideas, mental images, or impulses to act, which are nearly always distressing to the subject. Sometimes the ideas are an indecisive, endless consideration of alternatives, associated with an inability to make trivial but necessary decisions in day-to-day living. The relationship between obsessional ruminations and depression is particularly close and a diagnosis of obsessive-compulsive disorder should be preferred only if ruminations arise or persist in the absence of a depressive episode."
세,F42.1,,,현저한 강박행위[강박적 의식(儀式)],Predominantly compulsive acts [obsessional rituals]
,F42.1,,,"강박행위의 대부분은 씻는 것(특히 손을 씻음), 잠재적 위험 상황이 발생하지 않도록 반복하여 점검하거나, 질서정연함과 단정함 등과 관련이 있다. 모호한 공개적 행동은 환자에게 또는 환자에 의해 일어날 위험의 공포이며 위험을 피하기 위해 무익하며 상징적인 의식을 행하게 된다.","The majority of compulsive acts are concerned with cleaning (particularly handwashing), repeated checking to ensure that a potentially dangerous situation has not been allowed to develop, or orderliness and tidiness. Underlying the overt behaviour is a fear, usually of danger either to or caused by the patient, and the ritual is an ineffectual or symbolic attempt to avert that danger."
세,F42.2,,,혼합형 강박성 사고와 행위,Mixed obsessional thoughts and acts
세,F42.8,,,기타 강박장애,Other obsessive-compulsive disorders
세,F42.9,,,상세불명의 강박장애,"Obsessive-compulsive disorder, unspecified"
소,F43,,,심한 스트레스에 대한 반응 및 적응장애,"Reaction to severe stress, and adjustment disorders"
,F43,,,"이 분류는 증상에 의존해서 뿐만 아니라 두 개의 원인적 영향의 존재에 근거해서도 식별될 수 있다는 점이 다른 장애와 구별되는 점이다. 두 가지 원인적 영향이란 급성 스트레스 반응을 유발하는 긴장이 많은 일상 사건과, 불유쾌한 환경을 지속되게 하여 적응장애로까지 내모는 일상의 변화이다. 약간 덜 심한 정신사회적 스트레스(일상사건)는 이 장의 넓은 부분을 차지하여 언급했지만 원인적 중요성은 항상 명백하지는 않으며 각 경우마다 개개인, 특이체질, 취약성에 따라 달라진다. 다시 말하면 일상사건이라는 원인적 영향은 장애의 발생에 충분한 설명을 할 수 없다는 것이다. 반대로 일단 발생한 장애는 급성 중증스트레스나 외상의 직접적 결과로 볼 수 있다. 스트레스성 사건이나 불유쾌한 환경의 지속은 최우선의 원인 요소가 되며 장애는 그것들의 충격이 없다면 생기지 않을 것이다. 이 장에 기록된 장애는 심하고 지속적 스트레스에 대한 적응 잘못으로 이해될 수 있으며 이 장애는 사회적 기능 수행을 손상시키게 된다.","This category differs from others in that it includes disorders identifiable on the basis of not only symptoms and course but also the existence of one or other of two causative influences: an exceptionally stressful life event producing an acute stress reaction, or a significant life change leading to continued unpleasant circumstances that result in an adjustment disorder. Although less severe psychosocial stress (""life events"") may precipitate the onset or contribute to the presentation of a very wide range of disorders classified elsewhere in this chapter, its etiological importance is not always clear and in each case will be found to depend on individual, often idiosyncratic, vulnerability, i.e. the life events are neither necessary nor sufficient to explain the occurrence and form of the disorder. In contrast, the disorders brought together here are thought to arise always as a direct consequence of acute severe stress or continued trauma. The stressful events or the continuing unpleasant circumstances are the primary and overriding causal factor and the disorder would not have occurred without their impact. The disorders in this section can thus be regarded as maladaptive responses to severe or continued stress, in that they interfere with successful coping mechanisms and therefore lead to problems of social functioning."
세,F43.0,,,급성 스트레스반응,Acute stress reaction
,F43.0,,,"명백한 정신장애 없이 특수한 육체적, 정신적 스트레스로 인해 유발되며 수시간 내지 수일 내에 진정되는 일시적 장애. 개개인의 취약성과 대처능력에 따라 급성 스트레스성 반응의 심도가 달라진다. 증상은 의식의 수축, 주의력 제한, 지남력상실, 자극의 불이해를 포함한 “멍함”을 시작으로 해서 관념의 변화까지 고루 혼합된다. 이러한 상태에서 주위상황으로부터 더욱 도피하기(F44.2의 해리성 혼미)까지 이를 수도 있고 안절부절이나 과다활동(탈출반응, 기억상실)이 될 수도 있다. 빠른 맥, 발한, 홍조 등이 공황불안의 자율신경성 징후다.
증상은 스트레스성 사건이나 자극 후 수분 내 나타나며 이삼일 후(주로 수시간 내에) 사라진다. 부분적 또는 완전한 기억상실(F44.0)이 그 에피소드에 대해 있을 수 있다. 만일 증상이 지속된다면 진단을 달리해야 한다.","A transient disorder that develops in an individual without any other apparent mental disorder in response to exceptional physical and mental stress and that usually subsides within hours or days. Individual vulnerability and coping capacity play a role in the occurrence and severity of acute stress reactions. The symptoms show a typically mixed and changing picture and include an initial state of ""daze"" with some constriction of the field of consciousness and narrowing of attention, inability to comprehend stimuli, and disorientation. This state may be followed either by further withdrawal from the surrounding situation (to the extent of a dissociative stupor - F44.2), or by agitation and over-activity (flight reaction or fugue). Autonomic signs of panic anxiety (tachycardia, sweating, flushing) are commonly present. The symptoms usually appear within minutes of the impact of the stressful stimulus or event, and disappear within two to three days (often within hours). Partial or complete amnesia (F44.0) for the episode may be present. If the symptoms persist, a change in diagnosis should be considered."
,F43.0,,,급성 위기반응,Acute crisis reaction
,F43.0,,,스트레스에 대한 급성반응,Acute reaction to stress
,F43.0,,,위기상태,Crisis state
,F43.0,,,전쟁피로,Combat fatigue
,F43.0,,,정신적 쇼크,Psychic shock
세,F43.1,,,외상후스트레스장애,Post-traumatic stress disorder
,F43.1,,,"모든이에게 왜곡된 걱정거리를 제공하기 쉬운 예외적으로 위협적이거나 재난적인 자연의 상태(단기 또는 장기) 또는 근심에 늦게 반응하여 나타나는 장애. 과거의 신경성 질환이나 인격적 특성(충박성, 쇠약성)이 증상의 발전 이나 경과의 악화 역치를 낮출 수 있지만, 질병의 발생을 충분히 설명할 수 없다. 전형적 양상은 방해적 기억 속에서 꿈과 악몽에서 외상의 반복적 재체험(과거의 재현)이며 외상을 기억 나게 하는 활동 및 상황을 피하려는 지속적인 배경에 대하여 발생하는 “무감각”이나 무딘 감성, 타인과의 분리, 주위환경에 대한 무관심, 쾌감 결여, 보통 자율신경의 과도각성, 과도 경계 상태에 있으며 깜짝깜짝 놀라고 불면증에 시달린다. 불안과 우울병도 잘 연관되나 자살관념은 흔하지 않다. 증상의 시작은 외상후 수 주 및 수 개월의 잠복기를 가지며 과정은 유동적이나 다수가 회복된다.  환자의 일부는 수년간의 만성적 경과를 밟으며 인격변조(F62.0)의 과도기를 거친다.","Arises as a delayed or protracted response to a stressful event or situation (of either brief or long duration) of an exceptionally threatening or catastrophic nature, which is likely to cause pervasive distress in almost anyone. Predisposing factors, such as personality traits (e.g. compulsive, asthenic) or previous history of neurotic illness, may lower the threshold for the development of the syndrome or aggravate its course, but they are neither necessary nor sufficient to explain its occurrence. Typical features include episodes of repeated reliving of the trauma in intrusive memories (""flashbacks""), dreams or nightmares, occurring against the persisting background of a sense of ""numbness"" and emotional blunting, detachment from other people, unresponsiveness to surroundings, anhedonia, and avoidance of activities and situations reminiscent of the trauma. There is usually a state of autonomic hyperarousal with hypervigilance, an enhanced startle reaction, and insomnia. Anxiety and depression are commonly associated with the above symptoms and signs, and suicidal ideation is not infrequent. The onset follows the trauma with a latency period that may range from a few weeks to months. The course is fluctuating but recovery can be expected in the majority of cases. In a small proportion of cases the condition may follow a chronic course over many years, with eventual transition to an enduring personality change (F62.0)."
